Date,Machine,SKUCode,StartTime,EndTime,Qty,factor,Actual_Qty
2026-04-19,3609,1D25215013008SXC1T,2026-04-19 18:00:00,2026-04-19 18:20:00,2,-0.03330130255608281,2
2026-04-19,3610,1325223317103YLEV0,2026-04-19 18:00:00,2026-04-19 23:00:00,28,-0.03998846873833555,27
2026-04-19,3610,1325223317103YLEV0,2026-04-19 23:00:00,2026-04-20 07:00:00,44,-0.03998846873833555,42
2026-04-19,3611,1325224716111SELS0,2026-04-19 18:00:00,2026-04-19 18:19:00,2,-0.004061167247075688,2
2026-04-19,3612,1325222318098HRHE0,2026-04-19 18:00:00,2026-04-19 18:18:00,2,-0.03314203593711971,2
2026-04-19,3613,1325223616105TRAT0,2026-04-19 18:00:00,2026-04-19 18:20:00,2,0.013744675899161972,2
2026-04-19,3614,1325223517104TRXT0,2026-04-19 18:00:00,2026-04-19 23:00:00,30,-0.03612570409509715,29
2026-04-19,3614,1325223517104TRXT0,2026-04-19 23:00:00,2026-04-20 07:00:00,48,-0.03612570409509715,46
2026-04-19,3615,1325221715100SRAT0,2026-04-19 18:00:00,2026-04-19 23:00:00,30,-0.04797003477568714,29
2026-04-19,3615,1325221715100SRAT0,2026-04-19 23:00:00,2026-04-20 07:00:00,50,-0.04797003477568714,48
2026-04-19,3616,1325222318098HRHE0,2026-04-19 18:00:00,2026-04-19 23:00:00,32,-0.03314203593711971,31
2026-04-19,3616,1325222318098HRHE0,2026-04-19 23:00:00,2026-04-20 07:00:00,52,-0.03314203593711971,50
2026-04-19,4606,1325222318098HRHE0,2026-04-19 18:00:00,2026-04-19 23:00:00,32,-0.03314203593711971,31
2026-04-19,4606,1325222318098HRHE0,2026-04-19 23:00:00,2026-04-20 07:00:00,52,-0.03314203593711971,50
2026-04-19,4609,1325231015109QRMT0,2026-04-19 17:38:00,2026-04-19 23:00:00,24,-0.04961991161099097,23
2026-04-19,4609,1325231015109QRMT0,2026-04-19 23:00:00,2026-04-20 07:00:00,38,-0.04961991161099097,36
2026-04-19,3609,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,-0.007585237564659061,44
2026-04-19,3609,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 18:00:00,16,-0.007585237564659061,16
2026-04-19,3610,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,-0.007585237564659061,44
2026-04-19,3610,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 18:00:00,16,-0.007585237564659061,16
2026-04-19,3611,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,-0.007585237564659061,44
2026-04-19,3611,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 18:00:00,16,-0.007585237564659061,16
2026-04-19,3612,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,-0.007585237564659061,44
2026-04-19,3612,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 18:00:00,16,-0.007585237564659061,16
2026-04-19,3613,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,-0.007585237564659061,44
2026-04-19,3613,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 18:00:00,16,-0.007585237564659061,16
2026-04-19,3614,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,-0.007585237564659061,44
2026-04-19,3614,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 18:00:00,16,-0.007585237564659061,16
2026-04-19,3615,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,-0.007585237564659061,44
2026-04-19,3615,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 18:00:00,16,-0.007585237564659061,16
2026-04-19,3616,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,-0.007585237564659061,44
2026-04-19,3616,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 18:00:00,16,-0.007585237564659061,16
2026-04-19,4501,1D25215013008SXC10,2026-04-19 07:00:00,2026-04-19 15:00:00,51,0.006103726760159072,51
2026-04-19,4501,1D25215013008SXC10,2026-04-19 15:00:00,2026-04-19 23:00:00,51,0.006103726760159072,51
2026-04-19,4501,1D25215013008SXC10,2026-04-19 23:00:00,2026-04-20 07:00:00,51,0.006103726760159072,51
2026-04-19,4502,1325215813079TUNE3,2026-04-19 07:00:00,2026-04-19 15:00:00,69,0.008582760576265678,70
2026-04-19,4502,1325215813079TUNE3,2026-04-19 15:00:00,2026-04-19 23:00:00,69,0.008582760576265678,70
2026-04-19,4502,1325215813079TUNE3,2026-04-19 23:00:00,2026-04-20 07:00:00,69,0.008582760576265678,70
2026-04-19,4503,1325215813079TUNE3,2026-04-19 07:00:00,2026-04-19 15:00:00,69,0.008582760576265678,70
2026-04-19,4503,1325215813079TUNE3,2026-04-19 15:00:00,2026-04-19 23:00:00,69,0.008582760576265678,70
2026-04-19,4503,1325215813079TUNE3,2026-04-19 23:00:00,2026-04-20 07:00:00,69,0.008582760576265678,70
2026-04-19,4504,1325215813079TUNE3,2026-04-19 07:00:00,2026-04-19 15:00:00,69,0.008582760576265678,70
2026-04-19,4504,1325215813079TUNE3,2026-04-19 15:00:00,2026-04-19 23:00:00,69,0.008582760576265678,70
2026-04-19,4504,1325215813079TUNE3,2026-04-19 23:00:00,2026-04-20 07:00:00,69,0.008582760576265678,70
2026-04-19,4505,1325215813079TUNE5,2026-04-19 07:00:00,2026-04-19 15:00:00,56,-0.0425506327690032,54
2026-04-19,4505,1325215813079TUNE5,2026-04-19 15:00:00,2026-04-19 23:00:00,56,-0.0425506327690032,54
2026-04-19,4505,1325215813079TUNE5,2026-04-19 23:00:00,2026-04-20 07:00:00,56,-0.0425506327690032,54
2026-04-19,4506,1D25215013008SXC10,2026-04-19 07:00:00,2026-04-19 15:00:00,51,0.006103726760159072,51
2026-04-19,4506,1D25215013008SXC10,2026-04-19 15:00:00,2026-04-19 23:00:00,51,0.006103726760159072,51
2026-04-19,4506,1D25215013008SXC10,2026-04-19 23:00:00,2026-04-20 07:00:00,51,0.006103726760159072,51
2026-04-19,4507,1325221715100SRAT0,2026-04-19 07:00:00,2026-04-19 15:00:00,51,-0.04797003477568714,49
2026-04-19,4507,1325221715100SRAT0,2026-04-19 15:00:00,2026-04-19 23:00:00,51,-0.04797003477568714,49
2026-04-19,4507,1325221715100SRAT0,2026-04-19 23:00:00,2026-04-20 07:00:00,51,-0.04797003477568714,49
2026-04-19,4508,1325215813079TUNE5,2026-04-19 07:00:00,2026-04-19 11:15:00,30,-0.0425506327690032,29
2026-04-19,4508,1325215813079TUNE5,2026-04-19 14:15:00,2026-04-19 15:00:00,5,-0.0425506327690032,5
2026-04-19,4508,1325215813079TUNE5,2026-04-19 15:00:00,2026-04-19 23:00:00,56,-0.0425506327690032,54
2026-04-19,4508,1325215813079TUNE5,2026-04-19 23:00:00,2026-04-20 07:00:00,56,-0.0425506327690032,54
2026-04-19,4509,1325215813079TUNE3,2026-04-19 07:00:00,2026-04-19 15:00:00,69,0.008582760576265678,70
2026-04-19,4509,1325215813079TUNE3,2026-04-19 15:00:00,2026-04-19 23:00:00,69,0.008582760576265678,70
2026-04-19,4509,1325215813079TUNE3,2026-04-19 23:00:00,2026-04-20 07:00:00,69,0.008582760576265678,70
2026-04-19,4510,1D25215013008SXC10,2026-04-19 07:00:00,2026-04-19 15:00:00,51,0.006103726760159072,51
2026-04-19,4510,1D25215013008SXC10,2026-04-19 15:00:00,2026-04-19 23:00:00,51,0.006103726760159072,51
