Machine,Available_Mins,Used_Mins,Idle_Mins,Utilization_Pct,SKUs_Count,Total_Cycles,Total_Units
4843,43200,43200.0,0.0,100.0,1,0.0,4770
4817,43200,43187.0,13.0,99.97,1,0.0,4588
4819,43200,43020.0,180.0,99.58,1,0.0,4751
4827,43200,43020.0,180.0,99.58,1,0.0,4751
4801,43200,42840.0,360.0,99.17,2,1174.0,3976
3612,43200,42840.0,360.0,99.17,2,1306.0,4144
4804,43200,42836.0,364.0,99.16,2,1112.0,3852
4845,43200,42831.0,369.0,99.15,2,556.0,4481
4501,43200,42831.0,369.0,99.15,2,556.0,4481
4838,43200,42826.0,374.0,99.13,1,0.0,4550
4834,43200,42826.0,374.0,99.13,1,0.0,4550
4502,43200,42826.0,374.0,99.13,2,854.0,5654
4847,43200,42826.0,374.0,99.13,1,0.0,4550
4853,43200,42807.0,393.0,99.09,1,0.0,4547
4609,43200,42716.0,484.0,98.88,2,1308.0,4132
4802,43200,42660.0,540.0,98.75,2,270.0,4266
3614,43200,42660.0,540.0,98.75,2,1297.0,4126
4514,43200,42655.0,545.0,98.74,2,608.0,4584
3610,43200,42655.0,545.0,98.74,2,1365.0,4262
5203,43200,42655.0,545.0,98.74,2,755.0,5184
4503,43200,42654.0,546.0,98.74,2,760.0,5465
4604,43200,42650.0,550.0,98.73,2,523.0,5338
4505,43200,42652.0,548.0,98.73,2,195.0,4935
3613,43200,42480.0,720.0,98.33,3,1288.0,4108
4803,43200,42473.0,727.0,98.32,3,1055.0,3738
4507,43200,42470.0,730.0,98.31,3,2105.0,4540
4509,43200,42445.0,755.0,98.25,2,809.0,5524
3616,43200,42300.0,900.0,97.92,3,1755.0,5043
4508,43200,42286.0,914.0,97.88,3,204.0,4953
4504,43200,42084.0,1116.0,97.42,3,781.0,5486
4506,43200,42016.0,1184.0,97.26,3,552.0,4445
4831,43200,41911.0,1289.0,97.02,2,445.0,4185
4844,43200,41911.0,1289.0,97.02,2,445.0,4185
4510,43200,41895.0,1305.0,96.98,2,576.0,4441
4515,43200,41858.0,1342.0,96.89,3,792.0,5484
4814,43200,39823.0,3377.0,92.18,2,507.0,4383
4829,43200,39560.0,3640.0,91.57,2,568.0,5016
4812,43200,37720.0,5480.0,87.31,1,0.0,3300
4813,43200,37720.0,5480.0,87.31,1,0.0,3300
4846,43200,37697.0,5503.0,87.26,1,0.0,3298
4851,43200,37260.0,5940.0,86.25,1,0.0,3726
4830,43200,37260.0,5940.0,86.25,1,0.0,3726
3609,43200,36894.0,6306.0,85.4,3,1008.0,3548
4511,43200,36854.0,6346.0,85.31,2,470.0,4886
4606,43200,36430.0,6770.0,84.33,2,1095.0,3722
4850,43200,36206.0,6994.0,83.81,2,81.0,3794
4608,43200,32220.0,10980.0,74.58,1,0.0,4296
4605,43200,32220.0,10980.0,74.58,1,0.0,4296
4808,43200,32205.0,10995.0,74.55,1,0.0,4294
4823,43200,31711.0,11489.0,73.41,1,0.0,3368
4835,43200,31711.0,11489.0,73.41,1,0.0,3369
4836,43200,31711.0,11489.0,73.41,1,0.0,3369
4825,43200,31711.0,11489.0,73.41,1,0.0,3368
4824,43200,31711.0,11489.0,73.41,1,0.0,3368
4512,43200,31711.0,11489.0,73.41,1,0.0,3369
4821,43200,31711.0,11489.0,73.41,1,0.0,3369
4818,43200,31711.0,11489.0,73.41,1,0.0,3368
4852,43200,31692.0,11508.0,73.36,1,0.0,3367
4841,43200,31040.0,12160.0,71.85,1,0.0,3880
4816,43200,31040.0,12160.0,71.85,1,0.0,3880
4839,43200,31040.0,12160.0,71.85,1,0.0,3880
4809,43200,31040.0,12160.0,71.85,1,0.0,3880
4842,43200,31040.0,12160.0,71.85,1,0.0,3880
4848,43200,30992.0,12208.0,71.74,1,0.0,3874
3615,43200,30460.0,12740.0,70.51,4,832.0,3196
4513,43200,29658.0,13542.0,68.65,2,116.0,4178
4840,43200,29355.0,13845.0,67.95,1,0.0,3914
4832,43200,29355.0,13845.0,67.95,1,0.0,3914
4822,43200,29355.0,13845.0,67.95,1,0.0,3914
5202,43200,29355.0,13845.0,67.95,1,0.0,3914
3611,43200,29323.0,13877.0,67.88,5,654.0,2840
4828,43200,27570.0,15630.0,63.82,1,0.0,3676
4826,43200,27570.0,15630.0,63.82,1,0.0,3676
6009,43200,27426.0,15774.0,63.49,1,0.0,1943
4810,43200,26730.0,16470.0,61.88,1,0.0,3564
4805,43200,21708.0,21492.0,50.25,1,0.0,1628
4811,43200,21708.0,21492.0,50.25,1,0.0,1628
4849,43200,21654.0,21546.0,50.12,1,0.0,1624
4607,43200,16720.0,26480.0,38.7,1,0.0,1532
4601,43200,14595.0,28605.0,33.78,1,0.0,1946
4820,43200,14595.0,28605.0,33.78,1,0.0,1946
4806,43200,14595.0,28605.0,33.78,1,0.0,1946
4602,43200,10752.0,32448.0,24.89,1,0.0,1344
4610,43200,6540.0,36660.0,15.14,4,158.0,676
4807,43200,6180.0,37020.0,14.31,1,0.0,824
4603,43200,5768.0,37432.0,13.35,3,160.0,650
5201,43200,4314.0,38886.0,9.99,2,51.0,462
4833,43200,2510.0,40690.0,5.81,2,30.0,280
4815,43200,2023.0,41177.0,4.68,1,0.0,236
4837,43200,1760.0,41440.0,4.07,1,0.0,220
